,population,income,house_value,rent,state_code,county_code,tract,unemployment,poverty
99,7510,45033,391500,1367,08,035,013901,0.01,0.04
100,6699,41657,477100,1555,08,035,013909,0.03,0.03
101,5380,38498,334500,1126,08,035,014503,0.03,0.03
102,3146,34266,708700,1198,08,035,014123,0.06,0.12
103,1956,44697,482400,1236,08,035,014202,0.03,0.08
104,722,32609,281300,911,08,035,014300,0.06,0.04
105,7052,51137,391200,-666666666,08,035,013908,0.04,0.02
106,7417,68185,696900,1485,08,035,014122,0.05,0.02
107,6933,44940,217100,1677,08,035,014001,0.03,0.02
108,3880,52314,357300,1618,08,035,014107,0.03,0.04
109,3467,41390,267900,1455,08,035,014114,0.04,0.06
110,4606,30851,242200,1007,08,035,014504,0.06,0.18
111,5639,42348,380600,1185,08,035,014110,0.06,0.1
112,2810,56610,423400,1599,08,035,014109,0.05,0.04
113,7155,34011,310400,1183,08,037,000200,0.02,0.08
114,3535,31347,279700,856,08,005,006603,0.06,0.12
115,4076,39412,394500,2167,08,005,006711,0.08,0.02
116,5945,54418,648700,1855,08,005,006808,0.03,0.01
117,3869,29568,214500,1146,08,005,005553,0.06,0.14
118,4226,45825,369900,1757,08,005,005623,0.02,0.04
119,3253,42073,298000,-666666666,08,005,005631,0.05,0.02
120,3305,24327,133700,1102,08,005,005551,0.09,0.24
121,2516,22958,92500,864,08,005,005552,0.11,0.28
122,3086,39263,275300,1069,08,005,005625,0.05,0.12
123,5414,38389,338900,1564,08,005,005630,0.03,0.03
124,2134,27361,-666666666,1220,08,005,006501,0.02,0.18
125,3559,30525,244200,1087,08,005,006502,0.04,0.13
126,5592,24602,212900,878,08,005,006601,0.09,0.13
127,5501,59884,378000,1602,08,005,006709,0.06,0.02
128,3963,18706,165000,863,08,005,007201,0.13,0.29
129,3473,32163,394800,1242,08,005,005952,0.09,0.13
130,3638,20568,121100,1003,08,005,007600,0.12,0.29
131,5043,40605,290000,1008,08,005,007105,0.08,0.08
132,5495,47563,340200,1906,08,005,007106,0.02,0.05
133,5432,20119,138300,761,08,005,007302,0.08,0.28
134,3345,25733,247400,809,08,005,006400,0.02,0.19
135,2010,82396,1593800,1844,08,005,006705,0.05,0.02
136,3351,43870,319700,1677,08,005,005614,0.04,0.03
137,2345,51292,731900,1406,08,005,005622,0.05,0.03
138,3297,48286,343500,2031,08,005,005632,0.08,0.04
139,3482,29042,191800,1136,08,005,005700,0.07,0.25
140,4349,29477,302400,819,08,005,006604,0.08,0.15
141,4636,42255,463100,1300,08,005,006815,0.05,0.07
142,848,58958,370700,-666666666,08,123,002011,0.02,0.0
143,1201,48015,331900,-666666666,08,123,002012,0.05,0.0
144,3047,48922,263800,1552,08,123,002013,0.04,0.02
145,1483,30605,153800,1370,08,123,002014,0.07,0.09
146,1207,47596,247800,1553,08,123,002015,0.03,0.01
147,3366,31933,208100,1156,08,123,002016,0.03,0.05
148,554,51944,469700,-666666666,08,123,002017,0.08,0.08
149,2053,41207,234700,1795,08,059,012046,0.05,0.08
150,1910,47066,265300,1734,08,059,009829,0.03,0.04
151,2419,49792,333600,-666666666,08,059,009839,0.03,0.02
152,3096,48081,466200,1442,08,059,009847,0.07,0.05
153,5000,29107,226800,1150,08,059,010213,0.06,0.13
154,2433,29477,279400,1464,08,059,009841,0.05,0.06
155,6351,40363,330300,1332,08,059,009827,0.03,0.08
156,3243,64444,586400,-666666666,08,059,009837,0.03,0.01
157,3862,46250,462000,1648,08,059,009806,0.05,0.04
158,5161,47270,350300,1693,08,059,009815,0.03,0.05
159,4116,42794,391900,1420,08,059,009836,0.03,0.03
160,7806,48399,446300,1351,08,059,009843,0.02,0.05
161,4032,68480,627100,1776,08,059,009845,0.04,0.04
162,4430,55944,522900,1781,08,059,009846,0.03,0.03
163,3420,42006,303700,1133,08,059,010210,0.03,0.1
164,2557,40833,613100,-666666666,08,059,009848,0.1,0.06
165,4675,36948,225000,1318,08,059,010100,0.01,0.14
166,4239,31476,231200,999,08,059,010212,0.06,0.09
167,2757,37233,237500,1545,08,059,010304,0.04,0.03
168,5082,27085,241300,949,08,059,010307,0.09,0.13
169,4607,29912,289200,1171,08,059,010901,0.1,0.11
170,3061,28363,256500,1015,08,059,011300,0.16,0.15
171,4711,26331,234900,917,08,059,011602,0.04,0.25
172,2340,24181,176800,852,08,005,007301,0.06,0.2
173,3503,22006,170400,836,08,005,080000,0.14,0.18
174,5607,30960,242500,1139,08,005,080300,0.05,0.06
175,4931,34337,211400,1167,08,005,080400,0.04,0.07
176,3692,36936,214500,1129,08,005,080500,0.07,0.08
177,4601,21803,165400,808,08,005,080100,0.14,0.16
178,5550,31722,255900,1359,08,005,080200,0.06,0.06
179,3112,33230,151600,1047,08,005,080600,0.03,0.12
180,5595,25767,184900,1088,08,005,080700,0.09,0.1
181,3544,28168,160500,1053,08,005,080800,0.07,0.23
182,4753,26455,200900,1378,08,005,080900,0.06,0.18
183,5995,22275,155200,1098,08,005,081000,0.11,0.35
184,6042,21900,166200,1000,08,005,081100,0.12,0.18
185,4388,31406,145800,970,08,005,081200,0.09,0.18
186,3153,25273,193200,977,08,005,081300,0.09,0.24
187,4064,32042,216600,1788,08,005,081400,0.11,0.08
188,3090,26513,165500,1034,08,005,081500,0.0,0.09
189,5183,29775,195700,1495,08,005,081600,0.1,0.06
190,2979,57273,381200,2179,08,005,081700,0.04,0.02
191,5542,23859,121900,1043,08,005,081800,0.09,0.24
192,6622,22927,190100,757,08,005,081900,0.1,0.27
193,4198,26323,100000,1070,08,005,082000,0.07,0.26
194,7199,25908,211800,1048,08,005,082100,0.08,0.19
195,5890,24519,156400,1044,08,005,082200,0.06,0.06
196,3575,31685,160100,1126,08,005,082300,0.1,0.22
197,4311,26520,189800,956,08,005,082400,0.08,0.15
198,2352,31480,205200,1464,08,005,082500,0.06,0.07
199,5309,37314,120100,1130,08,005,082600,0.06,0.15
200,3502,33770,204200,1606,08,005,082700,0.08,0.03
201,4978,30677,165900,1227,08,005,082800,0.1,0.09
202,4638,36315,189300,1356,08,005,082900,0.05,0.08
203,3501,43472,319500,1640,08,005,083000,0.02,0.05
204,6217,38909,248700,1332,08,005,083100,0.03,0.05
205,9168,50838,272700,1447,08,005,083200,0.06,0.02
206,4486,37400,206200,1546,08,005,083300,0.04,0.07
207,7246,31864,218200,1531,08,005,083400,0.03,0.07
208,5873,31353,237300,1055,08,005,083500,0.08,0.18
209,3650,31892,187500,1115,08,005,083600,0.05,0.12
210,4506,36039,334100,1200,08,005,083700,0.06,0.06
211,3209,35128,166800,1144,08,005,083800,0.11,0.06
212,2981,38967,169800,1275,08,005,083900,0.06,0.1
213,2517,34071,218800,1640,08,005,084000,0.08,0.05
214,4351,32375,217700,1221,08,005,084100,0.11,0.1
215,3816,33594,179300,1230,08,005,084200,0.05,0.05
216,3532,30110,223800,1505,08,005,084300,0.08,0.09
217,3063,34284,200900,1473,08,005,084400,0.07,0.15
218,1460,44483,319700,1475,08,123,002018,0.04,0.06
219,4718,43364,271600,1243,08,123,002019,0.09,0.06
220,5288,47000,287500,1457,08,123,002020,0.05,0.03
221,548,42344,417200,-666666666,08,123,002021,0.03,0.05
222,7774,34709,201400,1250,08,123,002101,0.03,0.08
223,13235,37403,258700,1504,08,123,002102,0.04,0.02
224,9058,38652,363800,1132,08,123,002103,0.05,0.04
225,1577,42969,379900,587,08,123,002203,0.01,0.01
226,2072,40833,337700,1526,08,123,002204,0.04,0.08
227,5115,26270,173700,887,08,123,001700,0.12,0.18
228,3437,12146,111800,794,08,123,000800,0.08,0.48
229,2852,26474,173700,1399,08,123,001202,0.01,0.1
230,3014,24350,140300,1064,08,123,001404,0.09,0.19
231,7400,29371,199800,1235,08,123,001902,0.03,0.16
232,4788,30628,208300,844,08,123,001600,0.06,0.09
233,2254,4191,-666666666,-666666666,08,123,000300,0.16,0.0
234,3100,29375,215900,741,08,123,000401,0.08,0.15
235,7047,33323,256500,906,08,123,001500,0.01,0.07
236,5017,31167,226000,858,08,123,002300,0.08,0.13
237,6459,22146,157000,1047,08,031,000903,0.09,0.31
238,2664,26354,277200,796,08,031,001101,0.05,0.22
239,5115,26138,187800,957,08,031,001301,0.06,0.21
240,4078,22316,160700,1128,08,031,001302,0.03,0.16
241,4707,19630,178700,983,08,031,001402,0.04,0.24
242,3983,42389,282800,1312,08,031,001702,0.05,0.18
243,3387,25307,236900,1215,08,031,001800,0.07,0.27
244,5871,30000,362600,889,08,031,002100,0.04,0.2
245,5241,31478,206500,856,08,031,002703,0.05,0.18
246,2705,44733,378400,1143,08,031,002801,0.05,0.09
247,3132,40252,346400,914,08,031,002601,0.08,0.26
248,4151,24628,170300,935,08,123,002004,0.04,0.09
249,3460,35771,328000,649,08,077,001600,0.06,0.07
250,8031,24161,169500,794,08,077,001101,0.06,0.14
251,3582,30988,247200,1073,08,077,001403,0.05,0.06
252,12789,26572,202400,1086,08,077,001501,0.09,0.18
253,4642,25683,238800,811,08,077,001702,0.06,0.1
254,5021,35363,298400,1041,08,077,001900,0.05,0.07
255,4091,21909,144600,725,08,077,000700,0.17,0.28
256,9064,23046,150000,811,08,077,001301,0.08,0.29
257,4664,31460,216500,1132,08,077,001302,0.07,0.09
258,3980,21932,179900,873,08,077,000601,0.08,0.27
259,7465,31611,351000,1075,08,077,001502,0.09,0.07
260,4300,24287,180500,1073,08,077,001703,0.05,0.13
261,1474,22182,180800,651,08,077,000300,0.04,0.24
262,4715,25195,102400,627,08,099,000300,0.07,0.18
263,1286,27128,122500,652,08,099,000100,0.05,0.08
264,3022,31965,223400,1162,08,005,084500,0.02,0.1
265,5473,32360,194100,1178,08,005,084600,0.07,0.05
266,4661,37312,214700,1652,08,005,084700,0.07,0.07
267,3730,35940,245400,1207,08,005,084800,0.05,0.1
268,3412,54942,431300,2286,08,005,084900,0.07,0.0
269,1720,51270,605700,1426,08,005,085000,0.05,0.02
270,6948,51145,434800,2134,08,005,085100,0.06,0.02
271,2889,51806,419500,2194,08,005,085200,0.02,0.03
272,2450,46356,474400,1526,08,005,085300,0.05,0.02
273,4389,42190,285500,1704,08,005,085400,0.05,0.05
274,5352,41140,318500,1707,08,005,085500,0.04,0.03
275,3283,51601,357400,-666666666,08,005,085600,0.02,0.01
276,4434,32762,166100,1315,08,005,085700,0.08,0.04
277,1793,36286,248000,1439,08,005,085800,0.04,0.02
278,6385,31752,216800,1174,08,031,012014,0.04,0.08
279,3246,47037,396300,1084,08,031,002901,0.05,0.1
280,5712,51508,456800,1144,08,031,003001,0.03,0.06
281,3291,16780,368900,1273,08,031,003003,0.08,0.1
282,3093,41415,431600,942,08,031,003703,0.03,0.11
283,4536,28231,174100,1214,08,031,004403,0.09,0.25
284,3545,23982,293800,921,08,031,005104,0.06,0.22
285,3468,33873,308000,1310,08,031,005200,0.05,0.12
286,3864,43250,184600,1321,08,031,006812,0.05,0.07
287,6365,20638,199700,893,08,031,008306,0.1,0.28
288,2383,30985,261400,1144,08,031,011903,0.05,0.11
289,5465,41557,384700,1043,08,031,000301,0.06,0.06
290,4047,20523,173900,902,08,031,001000,0.05,0.26
291,3161,34021,193100,1185,08,031,001403,0.04,0.21
292,4170,19442,157100,884,08,031,001500,0.1,0.33
293,5264,59344,509100,1648,08,031,001701,0.06,0.18
294,4330,55294,529100,1522,08,031,002902,0.01,0.04
295,4438,21128,204400,947,08,031,004101,0.13,0.27
296,5604,24907,161000,1156,08,031,004601,0.05,0.14
297,5583,40076,222700,1138,08,031,006810,0.04,0.02
298,6190,33476,329400,984,08,031,006811,0.07,0.1
299,1934,54444,432600,1455,08,031,000501,0.03,0.08
300,3707,45833,398900,1596,08,031,001102,0.06,0.12
301,10830,40851,327700,1538,08,031,001600,0.04,0.17
302,5988,35829,348400,986,08,031,002300,0.03,0.19
303,3122,61378,899600,1709,08,031,003203,0.02,0.03
304,4549,25544,238700,853,08,031,003601,0.06,0.26
305,3394,39636,360200,929,08,031,003701,0.05,0.14
306,4840,35856,427800,852,08,031,003702,0.05,0.16
307,5885,51843,381700,1329,08,031,004304,0.01,0.08
308,3039,30822,279000,1268,08,031,005001,0.04,0.18
309,4875,31607,258600,960,08,031,005503,0.06,0.09
310,2573,15640,43500,690,08,099,000200,0.24,0.28
311,1490,20163,104100,548,08,099,000600,0.05,0.18
312,856,28798,275400,696,08,053,973100,0.05,0.11
313,5217,28483,153100,849,08,041,005000,0.06,0.12
314,3307,41208,370400,1308,08,059,012059,0.04,0.04
315,3015,36732,229400,1347,08,059,012060,0.06,0.09
316,3744,34968,269900,1125,08,059,015800,0.07,0.11
317,3548,32870,366000,1140,08,059,015900,0.03,0.09
318,833,45625,289700,1635,08,123,002005,0.06,0.0
319,309,44583,354700,-666666666,08,123,002006,0.03,0.04
320,6253,45365,390700,1275,08,123,002007,0.03,0.04
321,5200,52131,377800,1364,08,123,002008,0.03,0.04
322,1313,36414,408500,955,08,123,002009,0.07,0.07
323,2440,22546,170400,1338,08,123,002010,0.08,0.18
324,5046,38871,352500,1304,08,005,005635,0.08,0.06
325,1880,75167,1289800,-666666666,08,005,005636,0.04,0.02
326,1482,68542,960300,2570,08,005,006712,0.05,0.02
327,1421,42260,-666666666,1356,08,005,006713,0.02,0.05
328,4921,42552,293900,1498,08,005,006858,0.03,0.11
329,5569,47875,489400,1746,08,005,006855,0.03,0.07
330,8267,42397,223900,1390,08,005,006856,0.06,0.06
331,2250,56193,769700,1006,08,005,006857,0.01,0.0
332,1619,39571,370900,1875,08,005,007103,0.03,0.03
333,7719,49267,441300,1179,08,005,007107,0.03,0.04
334,2684,47633,342100,1784,08,005,015100,0.06,0.06
335,5608,36150,295700,1788,08,005,007104,0.05,0.03
336,1313,26534,250300,1063,08,007,940400,0.11,0.07
337,3329,25386,320900,840,08,007,974300,0.1,0.13
338,5406,25501,219100,954,08,007,974200,0.06,0.1
339,3386,25457,145100,1148,08,123,000900,0.11,0.17
340,4873,29387,261000,786,08,123,002501,0.04,0.14
341,3841,7308,-666666666,780,08,123,000200,0.14,0.35
342,2018,16822,91600,634,08,123,000600,0.1,0.07
343,4523,50596,274600,1730,08,059,060300,0.05,0.01
344,3642,33382,247100,1724,08,059,060400,0.09,0.06
345,5462,55960,444800,1236,08,059,060500,0.02,0.04
346,1301,-666666666,-666666666,-666666666,08,059,980400,,0.0
347,1465,21192,82700,589,08,061,960100,0.04,0.11
348,5799,22202,127800,803,08,063,962100,0.05,0.12
349,1401,21909,131300,675,08,063,962200,0.04,0.17
350,974,22563,113000,559,08,063,962300,0.06,0.13
351,0,-666666666,-666666666,-666666666,08,059,980000,,
352,2316,26581,189600,906,08,065,961900,0.11,0.16
353,5547,33212,305500,1097,08,067,940400,0.04,0.08
354,5635,31834,410100,914,08,067,970703,0.07,0.14
355,3740,31511,354700,809,08,067,970704,0.06,0.09
356,3073,16289,357200,1296,08,069,000201,0.03,0.35
357,1965,24203,230600,1056,08,069,000401,0.03,0.16
358,2766,20279,305400,903,08,069,000402,0.08,0.28
359,2615,33354,347700,943,08,069,000202,0.09,0.22
360,5635,12367,225400,960,08,069,000503,0.07,0.48
361,3395,13870,230800,1221,08,069,000504,0.08,0.4
362,4476,30199,310100,994,08,031,006814,0.02,0.13
363,4771,25482,-666666666,984,08,031,007006,0.09,0.15
364,4557,20308,448300,1691,08,013,012507,0.07,0.31
365,3460,27856,203100,988,08,013,013308,0.05,0.15
366,3796,19739,223700,829,08,013,013401,0.1,0.37
367,7388,30694,283600,1216,08,013,013402,0.08,0.11
368,4645,49375,894400,1548,08,013,012101,0.06,0.09
369,3358,56950,713100,1093,08,013,012710,0.04,0.09
370,1463,43676,747100,1330,08,013,013202,0.05,0.11
371,5112,25455,222100,970,08,013,013210,0.06,0.11
372,3594,23927,237000,827,08,013,013307,0.07,0.18
373,5124,23866,219400,974,08,013,013306,0.09,0.15
374,3316,35166,284200,1518,08,013,012907,0.05,0.09
375,1575,35769,399200,1354,08,013,013201,0.04,0.12
376,6257,35536,423200,1417,08,013,013211,0.05,0.2
377,5811,24538,191700,942,08,013,013503,0.08,0.23
378,3420,38926,444300,1107,08,013,013005,0.02,0.08
379,4123,39147,529100,1282,08,013,013601,0.07,0.08
380,866,37596,337700,887,08,013,013602,0.11,0.03
381,2424,42065,778100,-666666666,08,013,012104,0.04,0.1
382,5604,41005,416000,1500,08,013,012105,0.02,0.1
383,3405,39392,585900,1362,08,013,012603,0.05,0.11
384,5755,47951,644700,1608,08,013,012701,0.01,0.03
385,2489,22619,559200,1071,08,013,012707,0.06,0.1
386,1835,42415,406900,1900,08,013,012709,0.04,0.04
387,3697,51512,477000,2024,08,013,013004,0.04,0.04
388,6126,40502,388400,1243,08,013,013702,0.03,0.11
389,5137,27345,217600,1215,08,013,013305,0.06,0.15
390,5358,46196,506200,1605,08,013,012708,0.07,0.06
391,1739,15417,297700,1233,08,013,012605,0.03,0.39
392,5744,39234,256000,1371,08,059,011702,0.02,0.05
393,3336,33444,242700,897,08,059,011709,0.09,0.03
394,3595,29591,208400,1006,08,059,011723,0.04,0.12
395,1700,44679,302000,1510,08,059,011725,0.05,0.03
396,3367,32330,163800,974,08,059,011730,0.03,0.17
397,3285,36766,307700,958,08,059,011951,0.03,0.14
398,3556,36910,417000,1193,08,059,012026,0.08,0.09
399,3618,63487,767300,-666666666,08,059,012034,0.03,0.01
400,4131,26782,191900,1167,08,069,002008,0.06,0.09
401,3228,30717,307200,1238,08,069,001004,0.02,0.1
402,2396,19024,245500,1010,08,069,001305,0.07,0.4
403,2384,22103,-666666666,1065,08,069,001306,0.1,0.23
404,1707,27240,198300,1047,08,069,001601,0.08,0.18
405,5830,33069,237200,1241,08,069,001807,0.06,0.05
406,2734,22231,117200,818,08,041,005202,0.06,0.29
407,4676,21553,171400,761,08,041,005502,0.09,0.22
408,5345,31497,191300,1253,08,041,005601,0.06,0.06
409,6262,24594,122800,897,08,041,002800,0.12,0.16
410,4778,24306,196100,882,08,041,003000,0.06,0.18
411,5673,32460,366900,1049,08,041,003705,0.06,0.07
412,4164,39470,292600,866,08,041,003707,0.05,0.07
413,2717,32074,-666666666,1579,08,041,004008,0.19,0.09
414,1867,24407,133300,840,08,041,004009,0.15,0.23
415,1816,21121,121700,670,08,073,961800,0.03,0.14
416,1412,29167,156000,653,08,075,965900,0.06,0.09
417,1462,24972,158800,827,08,081,000600,0.1,0.11
418,3436,22461,168200,719,08,085,966503,0.09,0.18
419,4443,25734,158500,730,08,085,966601,0.06,0.16
420,4712,25494,313500,974,08,085,966602,0.08,0.09
421,1460,21703,89800,596,08,089,968000,0.1,0.2
422,2777,17204,76000,577,08,089,968100,0.14,0.36
423,2880,23109,107700,679,08,089,968200,0.1,0.06
424,3758,20339,114600,656,08,089,968300,0.09,0.2
425,993,18580,71700,536,08,089,968400,0.13,0.27
426,1569,21837,115500,602,08,089,968500,0.06,0.16
427,5003,17918,76000,671,08,089,968600,0.1,0.29
428,4760,39231,357700,1224,08,077,001404,0.06,0.04
429,3553,22188,148500,862,08,077,000400,0.07,0.2
430,3236,5363,180200,640,08,077,000500,0.25,0.15
431,4917,16281,125400,762,08,077,000602,0.16,0.32
432,2677,27019,186100,1105,08,077,000900,0.03,0.11
433,4649,27336,257800,1077,08,077,001001,0.02,0.06
434,3434,34978,320600,927,08,069,001113,0.07,0.05
435,2703,20020,24900,664,08,069,001304,0.09,0.28
436,5568,25733,247700,865,08,069,001603,0.04,0.1
437,5454,30180,194100,1075,08,069,002005,0.06,0.08
438,5796,33058,248200,895,08,069,002700,0.07,0.08
439,2412,17355,250900,888,08,069,000100,0.05,0.3
440,6319,25371,238500,1134,08,069,001104,0.05,0.16
441,5466,28899,214100,1339,08,069,001707,0.07,0.19
442,3604,32538,330200,885,08,069,001903,0.07,0.1
443,1949,36630,307500,1201,08,069,001008,0.04,0.07
444,3598,29813,295400,870,08,069,001301,0.05,0.16
445,9246,27887,199400,869,08,069,001704,0.09,0.13
446,2910,34794,330200,1263,08,069,000300,0.04,0.13
447,5534,22338,248500,1118,08,069,001107,0.12,0.18
448,3999,41053,493300,2042,08,045,951802,0.05,0.02
449,3770,32335,295100,833,08,051,963600,0.06,0.08
450,858,24643,316200,1085,08,051,963900,0.05,0.18
451,6325,16087,222000,748,08,051,963700,0.11,0.25
452,7107,36304,416000,1004,08,069,002600,0.04,0.04
453,6608,4315,270000,907,08,069,000600,0.25,0.08
454,3698,27354,385700,1021,08,069,001007,0.07,0.18
455,6340,40182,296000,1289,08,069,001009,0.02,0.07
456,5695,21206,257500,1130,08,069,001110,0.05,0.29
457,5272,60595,564300,-666666666,08,059,012035,0.04,0.04
458,5940,41915,295600,1245,08,059,012045,0.06,0.02
459,3600,42163,319300,1194,08,059,012055,0.04,0.02
460,6066,30486,296700,1040,08,059,011000,0.06,0.16
461,3946,27013,198400,922,08,059,010305,0.06,0.12
462,2442,29389,231100,947,08,059,010405,0.04,0.18
463,4431,30671,338900,907,08,059,010503,0.04,0.11
464,5824,26414,330400,872,08,059,011100,0.07,0.2
465,4896,39587,278500,1282,08,059,011701,0.03,0.04
466,2114,32279,156000,974,08,059,011904,0.06,0.06
467,3927,38789,395700,1529,08,059,012030,0.04,0.08
468,4825,45452,255300,1605,08,059,009823,0.02,0.02
469,5320,61047,455200,-666666666,08,059,009838,0.04,0.01
470,2461,27682,367400,992,08,059,009900,0.1,0.17
471,2437,41369,370500,2268,08,059,010205,0.03,0.03
472,2869,31084,252800,1064,08,059,010306,0.09,0.05
473,2277,28646,236900,933,08,059,010604,0.06,0.09
474,5619,28242,285100,946,08,059,010702,0.09,0.25
475,2545,46806,346300,1250,08,059,010801,0.1,0.1
476,4820,32357,278800,1183,08,059,011202,0.05,0.07
477,2693,36938,307000,1058,08,059,011728,0.08,0.09
478,5392,29730,212800,1109,08,059,011803,0.04,0.1
479,4347,32190,272700,1360,08,059,011804,0.05,0.09
480,3863,60895,476500,1359,08,059,012036,0.06,0.01
481,2346,37178,324000,1888,08,059,012048,0.03,0.01
482,5230,50913,355700,1667,08,059,012024,0.06,0.07
483,3649,43894,351500,1403,08,059,012051,0.04,0.04
